"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Late night workout 🌙","3 Apr 2025, 23:18","4 Apr 2025, 00:25","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",13.5,15,,,
"Late night workout 🌙","3 Apr 2025, 23:18","4 Apr 2025, 00:25","","Neutral Grip Pull Up",,"",0,"normal",,10,,,
"Late night workout 🌙","3 Apr 2025, 23:18","4 Apr 2025, 00:25","","Neutral Grip Pull Up",,"",1,"normal",,8,,,
"Late night workout 🌙","3 Apr 2025, 23:18","4 Apr 2025, 00:25","","Neutral Grip Pull Up",,"",2,"normal",,6,,,
"Late night workout 🌙","3 Apr 2025, 23:18","4 Apr 2025, 00:25","","Face Pull",,"",0,"normal",9,23,,,
"Late night workout 🌙","3 Apr 2025, 23:18","4 Apr 2025, 00:25","","Face Pull",,"",1,"normal",9,20,,,
"Late night workout 🌙","3 Apr 2025, 23:18","4 Apr 2025, 00:25","","Seated Cable Row - Bar Grip",,"",0,"normal",30,20,,,
"Late night workout 🌙","3 Apr 2025, 23:18","4 Apr 2025, 00:25","","Seated Cable Row - Bar Grip",,"",1,"normal",30,15,,,
"Late night workout 🌙","3 Apr 2025, 23:18","4 Apr 2025, 00:25","","Seated Cable Row - Bar Grip",,"",2,"normal",30,15,,,
"Late night workout 🌙","3 Apr 2025, 23:18","4 Apr 2025, 00:25","","Bicep Curl (Cable)",,"",0,"normal",18,15,,,
"Late night workout 🌙","3 Apr 2025, 23:18","4 Apr 2025, 00:25","","Bicep Curl (Cable)",,"",1,"normal",18,13,,,
"Late night workout 🌙","3 Apr 2025, 23:18","4 Apr 2025, 00:25","","Bicep Curl (Cable)",,"",2,"normal",18,12,,,
"Late night workout 🌙","18 Mar 2025, 00:02","18 Mar 2025, 00:49","","Bench Press (Barbell)",,"",0,"normal",90,8,,,
"Late night workout 🌙","18 Mar 2025, 00:02","18 Mar 2025, 00:49","","Bench Press (Barbell)",,"",1,"normal",100,2,,,
"Late night workout 🌙","18 Mar 2025, 00:02","18 Mar 2025, 00:49","","Bench Press (Barbell)",,"",2,"normal",80,6,,,
"Late night workout 🌙","18 Mar 2025, 00:02","18 Mar 2025, 00:49","","Incline Bench Press (Dumbbell)",,"",0,"normal",26,7,,,
"Late night workout 🌙","18 Mar 2025, 00:02","18 Mar 2025, 00:49","","Incline Bench Press (Dumbbell)",,"",1,"normal",26,5,,,
"Late night workout 🌙","18 Mar 2025, 00:02","18 Mar 2025, 00:49","","Seated Lateral Raise (Dumbbell)",,"Myoreps",0,"normal",6,14,,,
"Late night workout 🌙","18 Mar 2025, 00:02","18 Mar 2025, 00:49","","Seated Lateral Raise (Dumbbell)",,"Myoreps",1,"normal",6,5,,,
"Late night workout 🌙","18 Mar 2025, 00:02","18 Mar 2025, 00:49","","Seated Lateral Raise (Dumbbell)",,"Myoreps",2,"normal",6,4,,,
"Late night workout 🌙","18 Mar 2025, 00:02","18 Mar 2025, 00:49","","Seated Cable Row - Bar Grip",,"",0,"normal",66,8,,,
"Late night workout 🌙","18 Mar 2025, 00:02","18 Mar 2025, 00:49","","Seated Cable Row - Bar Grip",,"",1,"normal",66,6,,,
"Late night workout 🌙","18 Mar 2025, 00:02","18 Mar 2025, 00:49","","Face Pull",,"",0,"normal",9,20,,,
"Late night workout 🌙","18 Mar 2025, 00:02","18 Mar 2025, 00:49","","Face Pull",,"",1,"normal",9,15,,,
"Late night workout 🌙","10 Mar 2025, 23:24","11 Mar 2025, 00:12","","Romanian Deadlift (Barbell)",,"",0,"normal",100,8,,,
"Late night workout 🌙","10 Mar 2025, 23:24","11 Mar 2025, 00:12","","Romanian Deadlift (Barbell)",,"",1,"normal",100,8,,,
"Late night workout 🌙","10 Mar 2025, 23:24","11 Mar 2025, 00:12","","Lunge (Dumbbell)",,"",0,"normal",14,10,,,
"Late night workout 🌙","10 Mar 2025, 23:24","11 Mar 2025, 00:12","","Pendulum Squat (Machine)",,"Rest pause",0,"failure",,20,,,
"Late night workout 🌙","10 Mar 2025, 23:24","11 Mar 2025, 00:12","","Seated Incline Curl (Dumbbell)",,"",0,"normal",10,17,,,
"Late night workout 🌙","10 Mar 2025, 23:24","11 Mar 2025, 00:12","","Skullcrusher (Dumbbell)",,"",0,"failure",10,12,,,
"Late night workout 🌙","5 Mar 2025, 23:25","6 Mar 2025, 00:17","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",11,12,,,
"Late night workout 🌙","5 Mar 2025, 23:25","6 Mar 2025, 00:17","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",11,10,,,
"Late night workout 🌙","5 Mar 2025, 23:25","6 Mar 2025, 00:17","","Neutral Grip Pull Up",,"",0,"normal",,8,,,
"Late night workout 🌙","5 Mar 2025, 23:25","6 Mar 2025, 00:17","","Neutral Grip Pull Up",,"",1,"normal",,7,,,
"Late night workout 🌙","5 Mar 2025, 23:25","6 Mar 2025, 00:17","","Dumbbell Row",,"",0,"normal",38,7,,,
"Late night workout 🌙","5 Mar 2025, 23:25","6 Mar 2025, 00:17","","Triceps Dip",,"",0,"normal",,11,,,
"Late night workout 🌙","5 Mar 2025, 23:25","6 Mar 2025, 00:17","","Triceps Dip",,"",1,"normal",,8,,,
"Late night workout 🌙","5 Mar 2025, 23:25","6 Mar 2025, 00:17","","Single Arm Lateral Raise (Cable)",,"MYOREPS (Pin number)",0,"normal",3,15,,,
"Late night workout 🌙","5 Mar 2025, 23:25","6 Mar 2025, 00:17","","Single Arm Lateral Raise (Cable)",,"MYOREPS (Pin number)",1,"normal",3,7,,,
"Late night workout 🌙","5 Mar 2025, 23:25","6 Mar 2025, 00:17","","Single Arm Lateral Raise (Cable)",,"MYOREPS (Pin number)",2,"normal",3,4,,,
"Late night workout 🌙","5 Mar 2025, 23:25","6 Mar 2025, 00:17","","Preacher Curl (Machine)",,"MYOREPS",0,"normal",6.25,12,,,
"Late night workout 🌙","5 Mar 2025, 23:25","6 Mar 2025, 00:17","","Preacher Curl (Machine)",,"MYOREPS",1,"normal",6.25,5,,,
"Torso B (Squat)","26 Feb 2025, 20:47","26 Feb 2025, 21:43","","Standing Leg Curls",,"",0,"normal",7.5,10,,,
"Torso B (Squat)","26 Feb 2025, 20:47","26 Feb 2025, 21:43","","Standing Leg Curls",,"",1,"normal",7.5,10,,,
"Torso B (Squat)","26 Feb 2025, 20:47","26 Feb 2025, 21:43","","Squat (Barbell)",,"",0,"normal",120,6,,,
"Torso B (Squat)","26 Feb 2025, 20:47","26 Feb 2025, 21:43","","Squat (Barbell)",,"",1,"normal",120,5,,,
"Torso B (Squat)","26 Feb 2025, 20:47","26 Feb 2025, 21:43","","Single Leg Extensions",,"",0,"normal",15,10,,,
"Torso B (Squat)","26 Feb 2025, 20:47","26 Feb 2025, 21:43","","Single Leg Extensions",,"",1,"normal",15,10,,,
"Torso A (Bench)","24 Feb 2025, 19:53","24 Feb 2025, 20:46","","Bench Press (Barbell)",,"",0,"normal",90,6,,,
"Torso A (Bench)","24 Feb 2025, 19:53","24 Feb 2025, 20:46","","Bench Press (Barbell)",,"",1,"normal",90,5,,,
"Torso A (Bench)","24 Feb 2025, 19:53","24 Feb 2025, 20:46","","Bench Press (Barbell)",,"",2,"normal",90,4,,,
"Torso A (Bench)","24 Feb 2025, 19:53","24 Feb 2025, 20:46","","Incline Bench Press (Dumbbell)",,"",0,"normal",24,10,,,
"Torso A (Bench)","24 Feb 2025, 19:53","24 Feb 2025, 20:46","","Incline Bench Press (Dumbbell)",,"",1,"normal",24,10,,,
"Torso A (Bench)","24 Feb 2025, 19:53","24 Feb 2025, 20:46","","Seated Lateral Raise (Dumbbell)",,"",0,"normal",6,13,,,
"Torso A (Bench)","24 Feb 2025, 19:53","24 Feb 2025, 20:46","","Seated Lateral Raise (Dumbbell)",,"",1,"normal",6,5,,,
"Torso A (Bench)","24 Feb 2025, 19:53","24 Feb 2025, 20:46","","Seated Lateral Raise (Dumbbell)",,"",2,"normal",6,5,,,
"Torso A (Bench)","24 Feb 2025, 19:53","24 Feb 2025, 20:46","","Seated Lateral Raise (Dumbbell)",,"",3,"normal",6,4,,,
"Torso A (Bench)","24 Feb 2025, 19:53","24 Feb 2025, 20:46","","Seated Cable Row - Bar Grip",,"",0,"normal",59,10,,,
"Torso A (Bench)","24 Feb 2025, 19:53","24 Feb 2025, 20:46","","Seated Cable Row - Bar Grip",,"",1,"normal",59,10,,,
"Torso A (Bench)","24 Feb 2025, 19:53","24 Feb 2025, 20:46","","Seated Cable Row - Bar Grip",,"",2,"normal",59,10,,,
"Torso A (Bench)","24 Feb 2025, 19:53","24 Feb 2025, 20:46","","Face Pull",,"",0,"normal",9,18,,,
"Afternoon workout 💪","20 Feb 2025, 17:30","20 Feb 2025, 18:28","","Romanian Deadlift (Barbell)",,"",0,"normal",110,8,,,
"Afternoon workout 💪","20 Feb 2025, 17:30","20 Feb 2025, 18:28","","Romanian Deadlift (Barbell)",,"",1,"normal",110,8,,,
"Afternoon workout 💪","20 Feb 2025, 17:30","20 Feb 2025, 18:28","","Romanian Deadlift (Barbell)",,"",2,"normal",110,8,,,
"Afternoon workout 💪","20 Feb 2025, 17:30","20 Feb 2025, 18:28","","Lunge (Dumbbell)",,"",0,"normal",20,10,,,
"Afternoon workout 💪","20 Feb 2025, 17:30","20 Feb 2025, 18:28","","Lunge (Dumbbell)",,"",1,"normal",20,10,,,
"Afternoon workout 💪","20 Feb 2025, 17:30","20 Feb 2025, 18:28","","Seated Calf Raise",,"",0,"normal",30,15,,,
"Afternoon workout 💪","20 Feb 2025, 17:30","20 Feb 2025, 18:28","","Seated Incline Curl (Dumbbell)",0,"",0,"normal",10,12,,,
"Afternoon workout 💪","20 Feb 2025, 17:30","20 Feb 2025, 18:28","","Seated Incline Curl (Dumbbell)",0,"",1,"normal",10,12,,,
"Afternoon workout 💪","20 Feb 2025, 17:30","20 Feb 2025, 18:28","","Skullcrusher (Dumbbell)",0,"",0,"normal",10,11,,,
"Afternoon workout 💪","20 Feb 2025, 17:30","20 Feb 2025, 18:28","","Skullcrusher (Dumbbell)",0,"",1,"normal",10,11,,,
"Afternoon workout 💪","20 Feb 2025, 17:30","20 Feb 2025, 18:28","","Leg Raise Parallel Bars",,"",0,"normal",,12,,,
"Afternoon workout 💪","18 Feb 2025, 13:15","18 Feb 2025, 14:19","","Straight Arm Lat Pulldown (Cable)",,"Pin number",0,"normal",11,12,,,
"Afternoon workout 💪","18 Feb 2025, 13:15","18 Feb 2025, 14:19","","Straight Arm Lat Pulldown (Cable)",,"Pin number",1,"normal",11,8,,,
"Afternoon workout 💪","18 Feb 2025, 13:15","18 Feb 2025, 14:19","","Neutral Grip Pull Up",,"",0,"normal",10,7,,,
"Afternoon workout 💪","18 Feb 2025, 13:15","18 Feb 2025, 14:19","","Neutral Grip Pull Up",,"",1,"normal",10,5,,,
"Afternoon workout 💪","18 Feb 2025, 13:15","18 Feb 2025, 14:19","","Neutral Grip Pull Up",,"",2,"normal",,8,,,
"Afternoon workout 💪","18 Feb 2025, 13:15","18 Feb 2025, 14:19","","Dumbbell Row",,"",0,"normal",40,6,,,
"Afternoon workout 💪","18 Feb 2025, 13:15","18 Feb 2025, 14:19","","Dumbbell Row",,"",1,"normal",40,5,,,
"Afternoon workout 💪","18 Feb 2025, 13:15","18 Feb 2025, 14:19","","Triceps Dip",,"",0,"normal",,8,,,
"Afternoon workout 💪","18 Feb 2025, 13:15","18 Feb 2025, 14:19","","Triceps Dip",,"",1,"normal",,8,,,
"Afternoon workout 💪","18 Feb 2025, 13:15","18 Feb 2025, 14:19","","Triceps Dip",,"",2,"normal",,8,,,
"Afternoon workout 💪","18 Feb 2025, 13:15","18 Feb 2025, 14:19","","Upright Row (Cable)",,"",0,"normal",4,11,,,
"Afternoon workout 💪","18 Feb 2025, 13:15","18 Feb 2025, 14:19","","Upright Row (Cable)",,"",1,"normal",4,9,,,
"Afternoon workout 💪","18 Feb 2025, 13:15","18 Feb 2025, 14:19","","Upright Row (Cable)",,"",2,"normal",4,8,,,
"Evening workout 🏋️","13 Feb 2025, 19:48","13 Feb 2025, 20:54","","Lying Leg Curl (Machine)",,"",0,"normal",41,8,,,
"Evening workout 🏋️","13 Feb 2025, 19:48","13 Feb 2025, 20:54","","Lying Leg Curl (Machine)",,"",1,"normal",41,6,,,
"Evening workout 🏋️","13 Feb 2025, 19:48","13 Feb 2025, 20:54","","Squat (Barbell)",,"",0,"normal",120,6,,,
"Evening workout 🏋️","13 Feb 2025, 19:48","13 Feb 2025, 20:54","","Squat (Barbell)",,"",1,"normal",120,5,,,
"Evening workout 🏋️","13 Feb 2025, 19:48","13 Feb 2025, 20:54","","Squat (Barbell)",,"",2,"normal",120,5,,,
"Evening workout 🏋️","13 Feb 2025, 19:48","13 Feb 2025, 20:54","","Preacher Curl (Machine)",,"Myoreps",0,"normal",5,16,,,
"Evening workout 🏋️","13 Feb 2025, 19:48","13 Feb 2025, 20:54","","Preacher Curl (Machine)",,"Myoreps",1,"normal",5,8,,,
"Evening workout 🏋️","13 Feb 2025, 19:48","13 Feb 2025, 20:54","","Preacher Curl (Machine)",,"Myoreps",2,"normal",5,4,,,
"Evening workout 🏋️","13 Feb 2025, 19:48","13 Feb 2025, 20:54","","Triceps Pushdown",,"MYOREPS",0,"normal",23,15,,,
"Evening workout 🏋️","13 Feb 2025, 19:48","13 Feb 2025, 20:54","","Triceps Pushdown",,"MYOREPS",1,"normal",23,10,,,
"Evening workout 🏋️","13 Feb 2025, 19:48","13 Feb 2025, 20:54","","Triceps Pushdown",,"MYOREPS",2,"normal",23,6,,,
"Evening workout 🏋️","13 Feb 2025, 19:48","13 Feb 2025, 20:54","","Single Leg Extensions",,"",0,"normal",10,16,,,
"Evening workout 🏋️","13 Feb 2025, 19:48","13 Feb 2025, 20:54","","Single Leg Extensions",,"",1,"normal",10,12,,,
"Torso A","12 Feb 2025, 10:49","12 Feb 2025, 11:40","","Bench Press (Paused)",,"",0,"normal",80,8,,,
"Torso A","12 Feb 2025, 10:49","12 Feb 2025, 11:40","","Bench Press (Paused)",,"",1,"normal",80,7,,,
"Torso A","12 Feb 2025, 10:49","12 Feb 2025, 11:40","","Incline Bench Press (Dumbbell)",,"",0,"normal",28,10,,,
"Torso A","12 Feb 2025, 10:49","12 Feb 2025, 11:40","","Incline Bench Press (Dumbbell)",,"",1,"normal",28,7,,,
"Torso A","12 Feb 2025, 10:49","12 Feb 2025, 11:40","","Seated Lateral Raise (Dumbbell)",,"Myoreps",0,"normal",6,13,,,
"Torso A","12 Feb 2025, 10:49","12 Feb 2025, 11:40","","Seated Lateral Raise (Dumbbell)",,"Myoreps",1,"normal",6,8,,,
"Torso A","12 Feb 2025, 10:49","12 Feb 2025, 11:40","","Seated Lateral Raise (Dumbbell)",,"Myoreps",2,"normal",6,7,,,
"Torso A","12 Feb 2025, 10:49","12 Feb 2025, 11:40","","Seated Lateral Raise (Dumbbell)",,"Myoreps",3,"normal",6,5,,,
"Torso A","12 Feb 2025, 10:49","12 Feb 2025, 11:40","","Seated Cable Row - Bar Grip",,"",0,"normal",59,10,,,
"Torso A","12 Feb 2025, 10:49","12 Feb 2025, 11:40","","Seated Cable Row - Bar Grip",,"",1,"normal",59,9,,,
"Torso A","12 Feb 2025, 10:49","12 Feb 2025, 11:40","","Seated Cable Row - Bar Grip",,"",2,"normal",59,8,,,
"Torso A","12 Feb 2025, 10:49","12 Feb 2025, 11:40","","Face Pull",,"",0,"normal",8,20,,,
"Torso A","12 Feb 2025, 10:49","12 Feb 2025, 11:40","","Face Pull",,"",1,"normal",8,16,,,
"Workout C (Deadlift)","31 Jan 2025, 11:56","31 Jan 2025, 13:03","","Deadlift (Barbell)",,"",0,"normal",140,6,,,
"Workout C (Deadlift)","31 Jan 2025, 11:56","31 Jan 2025, 13:03","","Deadlift (Barbell)",,"",1,"normal",140,5,,,
"Workout C (Deadlift)","31 Jan 2025, 11:56","31 Jan 2025, 13:03","","Incline Bench Press (Dumbbell)",,"",0,"normal",30,9,,,
"Workout C (Deadlift)","31 Jan 2025, 11:56","31 Jan 2025, 13:03","","Incline Bench Press (Dumbbell)",,"",1,"normal",30,7,,,
"Workout C (Deadlift)","31 Jan 2025, 11:56","31 Jan 2025, 13:03","","Leg Extension (Machine)",,"",0,"normal",73,15,,,
"Workout C (Deadlift)","31 Jan 2025, 11:56","31 Jan 2025, 13:03","","Preacher Curl (Machine)",,"",0,"normal",7.5,10,,,
"Workout C (Deadlift)","31 Jan 2025, 11:56","31 Jan 2025, 13:03","","Triceps Pushdown",,"",0,"normal",32,10,,,
"Workout C (Deadlift)","31 Jan 2025, 11:56","31 Jan 2025, 13:03","","Single Arm Lateral Raise (Cable)",,"",0,"normal",4,10,,,
"Workout A","29 Jan 2025, 21:03","29 Jan 2025, 21:56","","Seated Leg Curl (Machine)",,"",0,"normal",45,12,,,
"Workout A","29 Jan 2025, 21:03","29 Jan 2025, 21:56","","Seated Leg Curl (Machine)",,"",1,"normal",45,12,,,
"Workout A","29 Jan 2025, 21:03","29 Jan 2025, 21:56","","Seated Leg Curl (Machine)",,"",2,"normal",45,10,,,
"Workout A","29 Jan 2025, 21:03","29 Jan 2025, 21:56","","Pause Squat (Barbell)",,"",0,"normal",100,6,,,
"Workout A","29 Jan 2025, 21:03","29 Jan 2025, 21:56","","Pause Squat (Barbell)",,"",1,"normal",100,5,,,
"Workout A","29 Jan 2025, 21:03","29 Jan 2025, 21:56","","Romanian Deadlift (Dumbbell)",,"",0,"normal",44,8,,,
"Workout A","29 Jan 2025, 21:03","29 Jan 2025, 21:56","","Romanian Deadlift (Dumbbell)",,"",1,"normal",44,6,,,
"Workout A","29 Jan 2025, 21:03","29 Jan 2025, 21:56","","Pull Up",,"",0,"normal",,8,,,
"Workout A","29 Jan 2025, 21:03","29 Jan 2025, 21:56","","Pull Up",,"",1,"normal",,4,,,
"Workout B (Bench)","27 Jan 2025, 21:41","27 Jan 2025, 22:49","","Bench Press (Paused)",,"",0,"normal",80,8,,,
"Workout B (Bench)","27 Jan 2025, 21:41","27 Jan 2025, 22:49","","Bench Press (Paused)",,"",1,"normal",80,6,,,
"Workout B (Bench)","27 Jan 2025, 21:41","27 Jan 2025, 22:49","","Bench Press (Paused)",,"",2,"normal",80,6,,,
"Workout B (Bench)","27 Jan 2025, 21:41","27 Jan 2025, 22:49","","Overhead Press (Barbell)",,"",0,"normal",40,7,,,
"Workout B (Bench)","27 Jan 2025, 21:41","27 Jan 2025, 22:49","","Seated Lateral Raise (Dumbbell)",,"Laying on incline bench",0,"normal",10,8,,,
"Workout B (Bench)","27 Jan 2025, 21:41","27 Jan 2025, 22:49","","Seated Lateral Raise (Dumbbell)",,"Laying on incline bench",1,"normal",8,11,,,
"Workout B (Bench)","27 Jan 2025, 21:41","27 Jan 2025, 22:49","","Seated Lateral Raise (Dumbbell)",,"Laying on incline bench",2,"normal",8,10,,,
"Workout B (Bench)","27 Jan 2025, 21:41","27 Jan 2025, 22:49","","Seated Incline Curl (Dumbbell)",0,"",0,"normal",8,12,,,
"Workout B (Bench)","27 Jan 2025, 21:41","27 Jan 2025, 22:49","","Seated Incline Curl (Dumbbell)",0,"",1,"normal",8,12,,,
"Workout B (Bench)","27 Jan 2025, 21:41","27 Jan 2025, 22:49","","Seated Incline Curl (Dumbbell)",0,"",2,"normal",8,12,,,
"Workout B (Bench)","27 Jan 2025, 21:41","27 Jan 2025, 22:49","","Skullcrusher (Dumbbell)",0,"",0,"normal",8,11,,,
"Workout B (Bench)","27 Jan 2025, 21:41","27 Jan 2025, 22:49","","Skullcrusher (Dumbbell)",0,"",1,"normal",8,10,,,
"Workout B (Bench)","27 Jan 2025, 21:41","27 Jan 2025, 22:49","","Skullcrusher (Dumbbell)",0,"",2,"normal",8,10,,,
"Workout B (Bench)","27 Jan 2025, 21:41","27 Jan 2025, 22:49","","Face Pull",,"Pin on machine",0,"failure",7,25,,,
"Workout B (Bench)","27 Jan 2025, 21:41","27 Jan 2025, 22:49","","Face Pull",,"Pin on machine",1,"failure",7,20,,,
"Late night workout 🌙","23 Jan 2025, 20:37","23 Jan 2025, 22:08","","Deadlift (Barbell)",,"",0,"warmup",20,20,,,
"Late night workout 🌙","23 Jan 2025, 20:37","23 Jan 2025, 22:08","","Deadlift (Barbell)",,"",1,"warmup",60,10,,,
"Late night workout 🌙","23 Jan 2025, 20:37","23 Jan 2025, 22:08","","Deadlift (Barbell)",,"",2,"warmup",100,5,,,
"Late night workout 🌙","23 Jan 2025, 20:37","23 Jan 2025, 22:08","","Deadlift (Barbell)",,"",3,"warmup",120,3,,,
"Late night workout 🌙","23 Jan 2025, 20:37","23 Jan 2025, 22:08","","Deadlift (Barbell)",,"",4,"normal",130,8,,,
"Late night workout 🌙","23 Jan 2025, 20:37","23 Jan 2025, 22:08","","Deadlift (Barbell)",,"",5,"normal",130,8,,,
"Late night workout 🌙","23 Jan 2025, 20:37","23 Jan 2025, 22:08","","Deadlift (Barbell)",,"",6,"normal",130,8,,,
"Late night workout 🌙","23 Jan 2025, 20:37","23 Jan 2025, 22:08","","Incline Bench Press (Dumbbell)",,"",0,"normal",30,8,,,
"Late night workout 🌙","23 Jan 2025, 20:37","23 Jan 2025, 22:08","","Incline Bench Press (Dumbbell)",,"",1,"normal",30,6,,,
"Late night workout 🌙","23 Jan 2025, 20:37","23 Jan 2025, 22:08","","Incline Bench Press (Dumbbell)",,"",2,"normal",30,6,,,
"Late night workout 🌙","23 Jan 2025, 20:37","23 Jan 2025, 22:08","","Front-Foot Elevated Lunge (Smith Machine)",,"",0,"normal",20,8,,,
"Late night workout 🌙","23 Jan 2025, 20:37","23 Jan 2025, 22:08","","Front-Foot Elevated Lunge (Smith Machine)",,"",1,"normal",20,8,,,
"Late night workout 🌙","23 Jan 2025, 20:37","23 Jan 2025, 22:08","","Preacher Curl (Machine)",,"",0,"normal",7.5,12,,,
"Late night workout 🌙","23 Jan 2025, 20:37","23 Jan 2025, 22:08","","Preacher Curl (Machine)",,"",1,"normal",7.5,6,,,
"Late night workout 🌙","23 Jan 2025, 20:37","23 Jan 2025, 22:08","","Triceps Pushdown",,"",0,"normal",27,12,,,
"Late night workout 🌙","23 Jan 2025, 20:37","23 Jan 2025, 22:08","","Triceps Pushdown",,"",1,"normal",23,8,,,
"Late night workout 🌙","23 Jan 2025, 20:37","23 Jan 2025, 22:08","","Single Arm Lateral Raise (Cable)",,"",0,"normal",3,16,,,
"Late night workout 🌙","23 Jan 2025, 20:37","23 Jan 2025, 22:08","","Single Arm Lateral Raise (Cable)",,"",1,"normal",3,15,,,
"Squat Workout","21 Jan 2025, 18:36","21 Jan 2025, 19:44","","Single Arm Lateral Raise (Cable)",,"",0,"normal",3,15,,,
"Squat Workout","21 Jan 2025, 18:36","21 Jan 2025, 19:44","","Single Arm Lateral Raise (Cable)",,"",1,"failure",3,18,,,
"Squat Workout","21 Jan 2025, 18:36","21 Jan 2025, 19:44","","Squat (Barbell)",,"",0,"normal",110,5,,,
"Squat Workout","21 Jan 2025, 18:36","21 Jan 2025, 19:44","","Squat (Barbell)",,"",1,"normal",110,5,,,
"Squat Workout","21 Jan 2025, 18:36","21 Jan 2025, 19:44","","Squat (Barbell)",,"",2,"normal",110,5,,,
"Squat Workout","21 Jan 2025, 18:36","21 Jan 2025, 19:44","","Good Morning (Barbell)",,"",0,"normal",40,10,,,
"Squat Workout","21 Jan 2025, 18:36","21 Jan 2025, 19:44","","Good Morning (Barbell)",,"",1,"normal",40,10,,,
"Squat Workout","21 Jan 2025, 18:36","21 Jan 2025, 19:44","","Good Morning (Barbell)",,"",2,"normal",40,10,,,
"Squat Workout","21 Jan 2025, 18:36","21 Jan 2025, 19:44","","Seated Calf Raise",,"",0,"normal",25,15,,,
